Código da Situação Tributária;Descrição da Situação Tributária;Exige Tributação;Redução BC CST;Redução de Alíquota;Transferência de Crédito;Diferimento;Monofásica;Crédito Presumido IBS Zona Franca de Manaus;Ajuste de Competência;Código da Classificação Tributária;Descrição do Código da Classificação Tributária;Percentual Redução IBS;Percentual Redução CBS;Tributação Regular;Crédito Presumido;Estorno de Crédito;Tributação Monofásica Normal;Tributação Monofásica sujeita a retenção;Tributação Monofásica retida anteriormente;Tributação Monofásica de Combustível com diferimento;Tipo de Alíquota;NFe;NFCe;CTe;CTe OS;BPe;NF3e;NFCom;NFSE;BPe TM;BPe TA;NFAg;NFSVIA;NFABI;NFGas;DERE;DIR;DUIMP;Número do Anexo;Url da Legislação;Tipo de Receita Bruta do Simples Nacional;Regime de Contribuição Social sobre Bens e Serviços;Imposto sobre Bens e Serviços
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550008;Importação de bens para o Regime de Repetro-Temporário, de que tratam o inciso I do art. 93 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93;0 - Não Receita Bruta;"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento da CBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás – Repetro, nas seguintes operações: 
I - importação de bens destinados às atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos previstas na legislação específica, cuja permanência no País seja de natureza temporária (Repetro-Temporário);";"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás (Repetro), nas seguintes operações:
I - importação de bens destinados às atividades de exploração, de desenvolvimento e de produção de petróleo, de gás natural e de outros hidrocarbonetos fluidos previstas na legislação específica, cuja permanência no País seja de natureza temporária (Repetro-Temporário);"
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550009;GNL-Temporário, de que trata o inciso II do art. 93 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93;0 - Não Receita Bruta;"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento da CBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás – Repetro, nas seguintes operações: 
II - importação de bens destinados às atividades de transporte, movimentação, transferência, armazenamento ou regaseificação de gás natural liquefeito (GNL-Temporário);";"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás (Repetro), nas seguintes operações:
II - importação de bens destinados às atividades de transporte, movimentação, transferência, armazenamento ou regaseificação de gás natural liquefeito (GNL-Temporário);"
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550010;Repetro-Permanente, de que trata o inciso III do art. 93 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93;0 - Não Receita Bruta;"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento da CBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás – Repetro, nas seguintes operações: 
III - importação de bens cuja permanência no País seja definitiva e que sejam destinados às atividades a que se refere o inciso I do caput (Repetro-Permanente);";"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás (Repetro), nas seguintes operações:
III - importação de bens cuja permanência no País seja definitiva e que sejam destinados às atividades a que se refere o inciso I do caput deste artigo (Repetro-Permanente);"
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550011;Repetro-Industrialização, de que trata o inciso IV do art. 93 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93;1 - Receita Bruta Interna;"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento da CBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás – Repetro, nas seguintes operações: 
IV - importação ou aquisição no mercado interno de matérias-primas, produtos intermediários e materiais de embalagem para serem utilizados integralmente no processo produtivo de produto final a ser fornecido a empresa que o destine às atividades a que se refere o inciso I do caput (Repetro-Industrialização);";"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás (Repetro), nas seguintes operações:
IV - importação ou aquisição no mercado interno de matérias-primas, produtos intermediários e materiais de embalagem para serem utilizados integralmente no processo produtivo de produto final a ser fornecido a empresa que o destine às atividades a que se refere o inciso I do caput deste artigo (RepetroIndustrialização);"
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550012;Repetro-Nacional, de que trata o inciso V do art. 93 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93;1 - Receita Bruta Interna;"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento da CBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás – Repetro, nas seguintes operações: 
V - aquisição de produto final a que se refere o inciso IV do caput (Repetro-Nacional); ";"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás (Repetro), nas seguintes operações:
V - aquisição de produto final a que se refere o inciso IV do caput deste artigo (Repetro-Nacional);"
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550013;Repetro-Entreposto, de que trata o inciso VI do art. 93 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art93;1 - Receita Bruta Interna;"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento da CBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás – Repetro, nas seguintes operações: 
VI - importação ou aquisição no mercado interno de bens para conversão ou construção de outros bens no País, contratada por empresa sediada no exterior, cujo produto final deverá ser destinado às atividades a que se refere o inciso I do caput (Repetro-Entreposto).";"Art. 164. Observada a disciplina estabelecida na legislação aduaneira, fica suspenso o pagamento do IBS enquanto os bens materiais estiverem submetidos ao Regime Aduaneiro Especial Aplicável ao Setor de Petróleo e Gás (Repetro), nas seguintes operações:
VI - importação ou aquisição no mercado interno de bens para conversão ou construção de outros bens no País, contratada por empresa sediada no exterior, cujo produto final deverá ser destinado às atividades a que se refere o inciso I do caput deste artigo (Repetro-Entreposto)."
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550014;Zona de Processamento de Exportação, observado os arts. 99, 100 e 102 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art99;4 - Receita Bruta Exportação Indireta;"Art. 179. As importações ou as aquisições no mercado interno de máquinas, de aparelhos, de instrumentos e de equipamentos realizadas por empresa autorizada a operar em zonas de processamento de exportação serão efetuadas com suspensão do pagamento da CBS.
Art. 180. As importações ou as aquisições no mercado interno de matérias-primas, de produtos intermediários e de materiais de embalagem realizadas por empresa autorizada a operar em zonas de processamento de exportação serão efetuadas com suspensão do pagamento da CBS.
Art. 182. Aplica-se o tratamento estabelecido nos art. 179 e art. 180 às aquisições de máquinas, de aparelhos, de instrumentos, de equipamentos, de matérias-primas, de produtos intermediários e de materiais de embalagem realizadas entre empresas autorizadas a operar em zonas de processamento de exportação.";"Art. 179. As importações ou as aquisições no mercado interno de máquinas, de aparelhos, de instrumentos e de equipamentos realizadas por empresa autorizada a operar em zonas de processamento de exportação serão efetuadas com suspensão do pagamento do IBS.
Art. 180. As importações ou as aquisições no mercado interno de matérias-primas, de produtos intermediários e de materiais de embalagem realizadas por empresa autorizada a operar em zonas de processamento de exportação serão efetuadas com suspensão do pagamento do IBS.
Art. 182. Aplica-se o tratamento estabelecido nos arts. 179 e 180 às aquisições de máquinas, de aparelhos, de instrumentos, de equipamentos, de matérias-primas, de produtos intermediários e de materiais de embalagem realizadas entre empresas autorizadas a operar em zonas de processamento de exportação. "
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550015;Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária - Reporto, observado o art. 105 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art105;1 - Receita Bruta Interna;Art. 186. Observada a disciplina estabelecida na legislação específica, serão efetuadas com suspensão do pagamento da CBS as importações e as aquisições no mercado interno de máquinas, equipamentos, peças de reposição e outros bens, realizadas diretamente pelos beneficiários do Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária – Reporto e destinadas ao seu ativo imobilizado para utilização exclusiva na execução de serviços de:;Art. 186. Observada a disciplina estabelecida na legislação específica, serão efetuadas com suspensão do pagamento do IBS as importações e as aquisições no mercado interno de máquinas, equipamentos, peças de reposição e outros bens realizadas diretamente pelos beneficiários do Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária (Reporto) e destinadas ao seu ativo imobilizado para utilização exclusiva na execução de serviços de:
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550016;Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura - Reidi, observado o art. 106 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art106;1 - Receita Bruta Interna;Art. 187. Observada a disciplina estabelecida na legislação específica, serão efetuadas com suspensão do pagamento da CBS as importações e as aquisições no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, e de materiais de construção, realizadas diretamente pelos beneficiários do Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura – Reidi para utilização ou incorporação em obras de infraestrutura destinadas ao ativo imobilizado.;Art. 187. Observada a disciplina estabelecida na legislação específica, serão efetuadas com suspensão do pagamento do IBS as importações e as aquisições no mercado interno de máquinas, aparelhos, instrumentos e equipamentos, novos, e de materiais de construção, realizadas diretamente pelos beneficiários do Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura (Reidi) para utilização ou incorporação em obras de infraestrutura destinadas ao ativo imobilizado. 
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550017;Regime Tributário para Incentivo à Atividade Econômica Naval – Renaval, observado o art. 107 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art107;1 - Receita Bruta Interna;"Art. 189. O Regime Tributário para Incentivo à Atividade Econômica Naval – Renaval permite aos beneficiários previamente habilitados, a suspensão do pagamento de CBS: 
I - nos fornecimentos de embarcações registradas ou pré-registradas no Registro Especial Brasileiro – REB, instituído pelo art. 11 da Lei nº 9.432, de 8 de janeiro de 1997, para incorporação ao ativo imobilizado de adquirente sujeito ao regime regular da CBS;";"Art. 189. O Regime Tributário para Incentivo à Atividade Econômica Naval (Renaval) permite aos beneficiários previamente habilitados, suspensão do pagamento de IBS:
I - nos fornecimentos de embarcações registradas ou pré-registradas no Registro Especial Brasileiro (REB), instituído pelo art. 11 da Lei nº 9.432, de 8 de janeiro de 1997, para incorporação ao ativo imobilizado de adquirente sujeito ao regime regular do IBS;"
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550018;Desoneração da aquisição de bens de capital, observado o art. 109 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art109;1 - Receita Bruta Interna;Art. 196. As importações e aquisições no mercado interno, por contribuinte no regime regular, de bens de capital referidos na Tabela I do Anexo IV serão realizadas com suspensão do pagamento da CBS, não se aplicando o disposto no art. 195.;Art. 196. As importações e aquisições no mercado interno, por contribuinte no regime regular, de bens de capital referidos na Tabela I do Anexo IV serão realizadas com suspensão do pagamento do IBS, não se aplicando o disposto no art. 195. 
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550019;Importação de bem material por indústria incentivada para utilização na Zona Franca de Manaus, observado o art. 443 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art443;0 - Não Receita Bruta;Art. 528. Fica suspensa a incidência da CBS na importação de bem material realizada por indústria incentivada para utilização na Zona Franca de Manaus. ;Art. 514. Fica suspensa a incidência do IBS na importação de bem material realizada por indústria incentivada para utilização na Zona Franca de Manaus.
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550020;Áreas de livre comércio, observado o art. 461 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art461;0 - Não Receita Bruta;Art. 536. Fica suspensa a incidência da CBS na importação de bem material realizada por indústria habilitada na forma do art. 438, caput, inciso II, e sujeita ao regime regular da CBS para incorporação em seu processo produtivo.;Art. 525. Fica suspensa a incidência do IBS na importação de bem material realizada por indústria habilitada na forma do inciso II do caput do art. 438 e sujeita ao regime regular do IBS para incorporação em seu processo produtivo. 
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550021;"Fornecimento de produtos agropecuários in natura para contribuinte do regime regular que promova industrialização destinada a exportação, observado o art. 82 da Lei Complementar nº 214, de 2025.
";0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art82
";4 - Receita Bruta Exportação Indireta;"Art. 99. Também fica suspenso o pagamento da CBS no fornecimento de produtos agropecuários in natura, nos termos do art. 212, § 1º, para contribuinte do regime regular que promova industrialização destinada à exportação para o exterior:
";Art. 99. Também fica suspenso o pagamento do IBS no fornecimento de produtos agropecuários in natura, nos termos do § 1º do art. 212, para contribuinte do regime regular que promova industrialização destinada à exportação para o exterior:
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550022;Regime Especial de Incentivos para a Produção de Hidrogênio de Baixa Emissão de Carbono (Rehidro),  observado o art. 106 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art106;1 - Receita Bruta Interna;Art. 188. O disposto no art. 187 aplica-se também aos beneficiários do Regime Especial de Incentivos para a Produção de Hidrogênio de Baixa Emissão de Carbono – Rehidro, instituído pela Lei nº 14.948, de 2 de agosto de 2024, desde que previamente habilitados.;Art. 188. O disposto no art. 187 aplica-se também aos beneficiários do Regime Especial de Incentivos para a Produção de Hidrogênio de Baixa Emissão de Carbono (Rehidro), instituído pela Lei nº 14.948, de 2 de agosto de 2024, desde que previamente habilitados.
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550023;Operações com hidrocarbonetos líquidos derivados de petróleo não combustíveis ou de gás natural, inclusive nafta, observado o art. 172 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art172;1 - Receita Bruta Interna;"Art. 259. 
§ 3º Ato conjunto da RFB e do CGIBS preverá hipóteses de suspensão da CBS e do IBS incidentes nas operações com hidrocarbonetos líquidos derivados de petróleo não combustíveis ou de gás natural, inclusive nafta, desde que:
I - os adquirentes sejam centrais petroquímicas devidamente autorizadas pela ANP;
II - sejam utilizados como insumo pela indústria petroquímica; e
III - obedeçam a critérios e condições estabelecidos no referido ato conjunto.";"Art. 259.
§ 3º Ato conjunto da RFB e do CGIBS preverá hipóteses de suspensão do IBS e da CBS incidentes nas operações com hidrocarbonetos líquidos derivados de petróleo não combustíveis ou de gás natural, inclusive nafta, desde que:
I - os adquirentes sejam Centrais Petroquímicas devidamente autorizadas pela ANP;
II - sejam utilizados como insumo pela indústria petroquímica; e
III - obedeçam a critérios e condições estabelecidos no referido ato conjunto."
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550024;Importações e nas aquisições no mercado interno de máquinas, equipamentos e veículos destinados a utilização nas atividades de que trata o inciso IIIdo art. 107 efetuadas para incorporação a seu ativo imobilizado, observado o art. 107 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art107;1 - Receita Bruta Interna;"Art. 189. O Regime Tributário para Incentivo à Atividade Econômica Naval – Renaval permite aos beneficiários previamente habilitados, a suspensão do pagamento de CBS: 
II - nas importações e nas aquisições no mercado interno de máquinas, equipamentos e veículos destinados a utilização nas atividades de que trata o inciso III do caput, efetuadas para incorporação a seu ativo imobilizado; ";"Art. 189. O Regime Tributário para Incentivo à Atividade Econômica Naval (Renaval) permite aos beneficiários previamente habilitados, suspensão do pagamento de IBS:
II - nas importações e nas aquisições no mercado interno de máquinas, equipamentos e veículos destinados a utilização nas atividades de que trata o inciso III do caput deste artigo, efetuadas para incorporação a seu ativo imobilizado; "
550;Suspensão;Sim;Não;Não;Não;Não;Não;Não;Não;550025;Importações e nas aquisições no mercado interno de matérias-primas, produtos intermediários, partes, peças e componentes para utilização na construção, conservação, modernização e reparo de embarcações pré-registradas ou registradas no REB, observado o art. 107 da Lei Complementar nº 214, de 2025.;0;0;Sim;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art107;1 - Receita Bruta Interna;"Art. 189. O Regime Tributário para Incentivo à Atividade Econômica Naval – Renaval permite aos beneficiários previamente habilitados, a suspensão do pagamento de CBS: 
III - nas importações e nas aquisições no mercado interno de matérias-primas, produtos intermediários, partes, peças e componentes para utilização na construção, na conservação, na modernização e no reparo de embarcações pré-registradas ou registradas no REB.";"Art. 189. O Regime Tributário para Incentivo à Atividade Econômica Naval (Renaval) permite aos beneficiários previamente habilitados, suspensão do pagamento de IBS: 
III - nas importações e nas aquisições no mercado interno de matérias-primas, produtos intermediários, partes, peças e componentes para utilização na construção, conservação, modernização e reparo de embarcações pré-registradas ou registradas no REB."
620;Tributação Monofásica;Não;Não;Não;Não;Não;Sim;Não;Não;620001;Tributação monofásica sobre combustíveis, observados os art. 172 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Sim;Não;Não;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;91721;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art172;9 - Fornecimento Incompatível com SN;Art. 259. A CBS incidirá uma única vez sobre as operações, ainda que iniciadas no exterior, com os seguintes combustíveis, qualquer que seja a sua finalidade:;Art. 259. O IBS incidirá uma única vez sobre as operações, ainda que iniciadas no exterior, com os seguintes combustíveis, qualquer que seja a sua finalidade:
620;Tributação Monofásica;Não;Não;Não;Não;Não;Sim;Não;Não;620002;Tributação monofásica com responsabilidade pela retenção sobre combustíveis, observado o art. 178 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Sim;Sim;Não;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;91722;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art178;9 - Fornecimento Incompatível com SN;Art. 265. Fica atribuída à refinaria de petróleo ou suas bases, à CPQ, ao formulador de combustíveis e ao importador, relativamente ao percentual de biocombustível utilizado na mistura, nas operações com gasolina A, a responsabilidade pela retenção e pelo recolhimento da CBS incidente nas importações de EAC ou sobre as saídas do estabelecimento produtor de EAC.;Art. 265. Fica atribuída à refinaria de petróleo ou suas bases, à CPQ, ao formulador de combustíveis e ao importador, relativamente ao percentual de biocombustível utilizado na mistura, nas operações com gasolina A, a responsabilidade pela retenção e pelo recolhimento do IBS incidente nas importações de EAC ou sobre as saídas do estabelecimento produtor de EAC. 
620;Tributação Monofásica;Não;Não;Não;Não;Não;Sim;Não;Não;620003;Tributação monofásica com responsabilidade de retenção de tributos por terceiros, observado o art. 178 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Sim;Não;Não;Sim;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;91723;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art178;9 - Fornecimento Incompatível com SN;"Art. 265. Fica atribuída à refinaria de petróleo ou suas bases, à CPQ, ao formulador de combustíveis e ao importador, relativamente ao percentual de biocombustível utilizado na mistura, nas operações com gasolina A, a responsabilidade pela retenção e pelo recolhimento da CBS incidente nas importações de EAC ou sobre as saídas do estabelecimento produtor de EAC.
§ 3º O produtor de EAC emitirá documento fiscal por ocasião da saída, fazendo constar no campo próprio a expressão “CBS com incidência monofásica com recolhimento realizado por terceiros”.";"Art. 265. Fica atribuída à refinaria de petróleo ou suas bases, à CPQ, ao formulador de combustíveis e ao importador, relativamente ao percentual de biocombustível utilizado na mistura, nas operações com gasolina A, a responsabilidade pela retenção e pelo recolhimento do IBS incidente nas importações de EAC ou sobre as saídas do estabelecimento produtor de EAC. 
§ 3º O produtor de EAC emitirá documento fiscal por ocasião da saída, fazendo constar no campo próprio a expressão “IBS com incidência monofásica com recolhimento realizado por terceiros”."
620;Tributação Monofásica;Não;Não;Não;Não;Não;Sim;Não;Não;620004;Tributação monofásica sobre mistura de EAC com gasolina A em percentual superior ou inferior ao obrigatório, observado o art. 179 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Sim;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;91724;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art179;9 - Fornecimento Incompatível com SN;"Art. 266. Nas operações com EAC:
II - a distribuidora de combustíveis que realizar mistura de EAC com gasolina A em percentual:
a) superior ao obrigatório, fica obrigada a recolher a CBS de que trata o art. 259 em relação ao volume de biocombustível correspondente ao que exceder ao percentual obrigatório de mistura; ";"Art. 266. Nas operações com EAC: 
II - a distribuidora de combustíveis que realizar mistura de EAC com gasolina A em percentual:
a) superior ao obrigatório, fica obrigada a recolher o IBS de que trata o art. 259 em relação ao volume de biocombustível correspondente ao que exceder ao percentual obrigatório de mistura;"
620;Tributação Monofásica;Não;Não;Não;Não;Não;Sim;Não;Não;620005;Tributação monofásica sobre mistura de EAC com gasolina A em percentual superior ou inferior ao obrigatório, observado o art. 179 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Sim;Não;2 - Padrão;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;91725;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art179;9 - Fornecimento Incompatível com SN;"Art. 266. Nas operações com EAC:
II - a distribuidora de combustíveis que realizar mistura de EAC com gasolina A em percentual:
b) inferior ao obrigatório, ouvida a ANP, e que o tributo tenha sido recolhido anteriormente, terá direito ao ressarcimento da CBS de que trata o art. 259, nos termos de procedimentos a serem estabelecidos em ato conjunto da RFB e do CGIBS, em relação ao volume de biocombustível correspondente ao misturado a menor do que o percentual obrigatório de mistura.";"Art. 266. Nas operações com EAC: 
II - a distribuidora de combustíveis que realizar mistura de EAC com gasolina A em percentual:
b) inferior ao obrigatório, ouvida a ANP, e que o tributo tenha sido recolhido anteriormente, terá direito ao ressarcimento do IBS de que trata o art. 259, nos termos de procedimentos a serem estabelecidos em ato conjunto da RFB e do CGIBS, em relação ao volume de biocombustível correspondente ao misturado a menor do que o percentual obrigatório de mistura."
620;Tributação Monofásica;Não;Não;Não;Não;Não;Sim;Não;Não;620006;Tributação monofásica sobre combustíveis cobrada anteriormente, observador o art. 180 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Sim;Não;2 - Padrão;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;91726;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art180;2 - Receita Bruta Interna sem Cálculo IBS/CBS;Art. 267. É vedada a apropriação de créditos em relação às aquisições de combustíveis sujeitos à incidência única da CBS, quando destinadas à distribuição, à comercialização ou à revenda.;Art. 267. É vedada a apropriação de créditos em relação às aquisições de combustíveis sujeitos à incidência única do IBS, quando destinadas à distribuição, à comercialização ou à revenda. 
