Código da Situação Tributária;Descrição da Situação Tributária;Exige Tributação;Redução BC CST;Redução de Alíquota;Transferência de Crédito;Diferimento;Monofásica;Crédito Presumido IBS Zona Franca de Manaus;Ajuste de Competência;Código da Classificação Tributária;Descrição do Código da Classificação Tributária;Percentual Redução IBS;Percentual Redução CBS;Tributação Regular;Crédito Presumido;Estorno de Crédito;Tributação Monofásica Normal;Tributação Monofásica sujeita a retenção;Tributação Monofásica retida anteriormente;Tributação Monofásica de Combustível com diferimento;Tipo de Alíquota;NFe;NFCe;CTe;CTe OS;BPe;NF3e;NFCom;NFSE;BPe TM;BPe TA;NFAg;NFSVIA;NFABI;NFGas;DERE;DIR;DUIMP;Número do Anexo;Url da Legislação;Tipo de Receita Bruta do Simples Nacional;Regime de Contribuição Social sobre Bens e Serviços;Imposto sobre Bens e Serviços
620;Tributação Monofásica;Não;Não;Não;Não;Não;Sim;Não;Não;620007;Perecimento, deteriorização, roubo, furto ou extravio no regime monofásico sem estorno de crédito, observado o art. 47 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art47;0 - Não Receita Bruta;Art. 48. Caso o bem adquirido venha a perecer, deteriorar-se ou ser objeto de roubo, furto ou extravio, os créditos relacionados a sua aquisição, inclusive os de serviços, deverão ser estornados, mediante emissão de documento fiscal vinculado ao documento fiscal de aquisição, com a indicação dos valores de CBS referentes ao bem adquirido, de forma discriminada.;Art. 48. Caso o bem adquirido venha a perecer, deteriorar-se ou ser objeto de roubo, furto ou extravio, os créditos relacionados à sua aquisição, inclusive os de serviços, deverão ser estornados, mediante emissão de documento fiscal vinculado ao documento fiscal de aquisição, com a indicação dos valores de IBS referentes ao bem adquirido, de forma discriminada. 
800;Transferência de crédito;Não;Não;Não;Sim;Não;Não;Não;Não;800001;Fusão, cisão ou incorporação, observado o art. 55 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art55;0 - Não Receita Bruta;"Art. 55. É vedada a transferência, a qualquer título, para outra pessoa ou entidade sem personalidade jurídica, de créditos da CBS. 
Parágrafo único. Na hipótese de fusão, cisão ou incorporação, os créditos apropriados e ainda não utilizados poderão ser transferidos para a pessoa jurídica sucessora, ficando preservada a data original da apropriação dos créditos para efeitos da contagem do prazo de que trata o art. 54.";"Art. 55. É vedada a transferência, a qualquer título, para outra pessoa ou entidade sem personalidade jurídica, de créditos do IBS.
Parágrafo único. Na hipótese de fusão, cisão ou incorporação, os créditos apropriados e ainda não utilizados poderão ser transferidos para a pessoa jurídica sucessora, ficando preservada a data original da apropriação dos créditos para efeitos da contagem do prazo de que trata o art. 54."
800;Transferência de crédito;Não;Não;Não;Sim;Não;Não;Não;Não;800002;Transferência de crédito do associado, inclusive as cooperativas singulares, para cooperativa de que participa das operações antecedentes às operações em que fornece bens e serviços e os créditos presumidos, observado o art. 272 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art272;0 - Não Receita Bruta;Art. 394. O associado sujeito ao regime regular da CBS, inclusive as cooperativas singulares, que realizar operações com a redução de alíquota de que trata o art. 391, caput, inciso I, poderá transferir os créditos das operações antecedentes às operações em que fornece bens e serviços e os créditos presumidos à cooperativa de que participa, não se aplicando o disposto no art. 55.;Art. 394. O associado sujeito ao regime regular do IBS, inclusive as cooperativas singulares, que realizar operações com a redução de alíquota de que trata o inciso I do caput do art. 391 poderá transferir os créditos das operações antecedentes às operações em que fornece bens e serviços e os créditos presumidos à cooperativa de que participa, não se aplicando o disposto no art. 55.
810;Ajuste de IBS na ZFM;Não;Não;Não;Não;Não;Não;Sim;Não;810001;Crédito presumido sobre o valor apurado nos fornecimentos a partir da Zona Franca de Manaus, observado o art. 450 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art450;0 - Não Receita Bruta;;"Art. 521. Ficam concedidos à indústria incentivada na Zona Franca de Manaus créditos presumidos de IBS relativos à operação que destine ao território nacional, inclusive para a própria Zona Franca de Manaus, bem material produzido pela própria indústria incentivada na referida área, nos termos do projeto técnicoeconômico aprovado, exceto em relação às operações previstas no art. 519.
§ 1º O crédito presumido de IBS de que trata o caput deste artigo será calculado mediante a aplicação dos seguintes percentuais sobre o saldo devedor do IBS no período de apuração:"
811;Ajustes;Não;Não;Não;Não;Não;Não;Não;Sim;811001;"Anulação de crédito proporcional ao valor das operações imunes e isentas, observado o art. 51 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art51
";0 - Não Receita Bruta;"Art. 52. A imunidade e a isenção acarretarão a anulação dos créditos relativos às operações anteriores.
§ 1º A anulação dos créditos de que trata o caput:
I - será proporcional ao valor das operações imunes e isentas sobre o valor de todas as operações do fornecedor no mesmo período de apuração;";"Art. 52. A imunidade e a isenção acarretarão a anulação dos créditos relativos às operações anteriores.
§ 1º A anulação dos créditos de que trata o caput deste artigo:
I - será proporcional ao valor das operações imunes e isentas sobre o valor de todas as operações do fornecedor no mesmo período de apuração;"
811;Ajustes;Não;Não;Não;Não;Não;Não;Não;Sim;811002;"Débitos de notas fiscais não processadas na apuração, observado o art. 45 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art45
";0 - Não Receita Bruta;"Art. 44. Para cada período de apuração, o contribuinte deverá apurar o saldo da CBS, que corresponderá à diferença entre os valores:
§ 1º O contribuinte poderá realizar ajustes positivos ou negativos no saldo apurado na forma do caput mediante a emissão de documento fiscal.";"Art. 44. Para cada período de apuração, o contribuinte deverá apurar o saldo do IBS, que corresponderá à diferença entre os valores:
§ 1º O contribuinte poderá realizar ajustes positivos ou negativos no saldo apurado na forma do caput deste artigo mediante a emissão de documento fiscal."
811;Ajustes;Não;Não;Não;Não;Não;Não;Não;Sim;811003;"Débitos apurados após o desenquadramento do regime Simples Nacional, observado o art. 41 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Sim;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art41
";0 - Não Receita Bruta;"Art. 41. O regime regular da CBS compreende todas as regras de incidência e de apuração previstas neste Regulamento, incluindo aquelas aplicáveis aos regimes diferenciados e aos regimes específicos.
§ 2º Os contribuintes optantes pelo Simples Nacional ou pelo MEI ficam sujeitos às regras desses regimes.";"Art. 41. O regime regular do IBS compreende todas as regras de incidência e de apuração previstas neste Regulamento, incluindo aquelas aplicáveis aos regimes diferenciados e aos regimes específicos. 
§ 2º Os contribuintes optantes pelo Simples Nacional ou pelo MEI ficam sujeitos às regras desses regimes."
820;Tributação em documento específico;Não;Não;Não;Não;Não;Não;Não;Não;820001;Documento com informações de fornecimento de serviços de planos de assistência à saúde elencados no art. 234 da Lei Complementar nº 214, de 2025, mas com tributação realizada por outro meio;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;92341;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art234;9 - Fornecimento Incompatível com SN;Art. 330. Os planos de assistência à saúde ficam sujeitos a regime específico de incidência da CBS, de acordo com o disposto neste Capítulo, nos casos em que esses serviços sejam prestados por:;Art. 330. Os planos de assistência à saúde ficam sujeitos a regime específico de incidência do IBS, de acordo com o disposto neste Capítulo, nos casos em que esses serviços sejam prestados por: 
820;Tributação em documento específico;Não;Não;Não;Não;Não;Não;Não;Não;820002;Documento com informações de fornecimento de serviços de planos de assinstência funerária, mas com tributação realizada por outro meio, observado o art. 236 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;92361;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art236;9 - Fornecimento Incompatível com SN;Art. 345. Os planos de assistência funerária ficam sujeitos ao disposto nos art. 330 a art. 343.;Art. 345. Os planos de assistência funerária ficam sujeitos ao disposto nos arts. 330 a 344.
820;Tributação em documento específico;Não;Não;Não;Não;Não;Não;Não;Não;820003;Documento com informações de fornecimento de serviços de planos de assinstência à saúde de animais domésticos, mas com tributação realizada por outro meio, observado o art. 243 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;92431;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art243;9 - Fornecimento Incompatível com SN;Art. 346. Os planos de assistência à saúde de animais domésticos ficam sujeitos ao disposto nos art. 330 a art. 343, com exceção das alíquotas aplicáveis, que serão nacionalmente uniformes e corresponderão à soma das alíquotas de referência de cada ente federativo, reduzidas em 30% (trinta por cento), vedado o crédito ao adquirente.;Art. 346. Os planos de assistência à saúde de animais domésticos ficam sujeitos ao disposto nos arts. 330 a 344, com exceção das alíquotas aplicáveis, que serão nacionalmente uniformes e corresponderão à soma das alíquotas de referência de cada esfera federativa, reduzidas em 30% (trinta por cento), vedado o crédito ao adquirente. 
820;Tributação em documento específico;Não;Não;Não;Não;Não;Não;Não;Não;820004;Documento com informações de prestação de serviços de consursos de prognósticos, mas com tributação realizada por outro meio, observado o art. 248 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art248;9 - Fornecimento Incompatível com SN;Art. 355. Os contribuintes sujeitos ao regime específico de que trata este Capítulo ficam obrigados a apresentar, mediante entrega da DeRE, referida no Capítulo II do Título II deste Livro, no mínimo, as informações necessárias para a identificação:;Art. 355. Os contribuintes sujeitos ao regime específico de que trata este Capítulo ficam obrigados a apresentar, mediante entrega da DeRE, referida no Capítulo II do Título II deste Livro, no mínimo as informações necessárias para a identificação:
820;Tributação em documento específico;Não;Não;Não;Não;Não;Não;Não;Não;820005;Documento com informações de alienação de bens imóveis, mas com tributação realizada por outro meio,, observado o art. 254 da Lei Complementar nº 214, de 2025.;0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;;https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art254;0 - Não Receita Bruta;"Art. 363. Considera-se ocorrido o fato gerador da CBS no momento:
I - do ato de alienação, na alienação de bem imóvel;
§ 1º Para fins do disposto no inciso I do caput, considera-se alienação:
I - a adjudicação;
II - a celebração, inclusive de quaisquer ajustes posteriores, do contrato de alienação, ainda que mediante:
a) instrumento de promessa;
b) carta de reserva com princípio de pagamento; ou
c) qualquer outro documento representativo de compromisso; ou
III - quando implementada a condição suspensiva a que estiver sujeita a alienação.";"Art. 363. Considera-se ocorrido o fato gerador do IBS no momento:
I - do ato de alienação, na alienação de bem imóvel;
§ 1º Para fins do disposto no inciso I do caput deste artigo, considera-se alienação:
I - a adjudicação;
II - a celebração, inclusive de quaisquer ajustes posteriores, do contrato de alienação, ainda que mediante:
a) instrumento de promessa;
b) carta de reserva com princípio de pagamento; ou
c) qualquer outro documento representativo de compromisso; ou
III - quando implementada a condição suspensiva a que estiver sujeita a alienação."
820;Tributação em documento específico;Não;Não;Não;Não;Não;Não;Não;Não;820006;"Documento com informações de fornecimento de serviços de exploração de via, mas com tributação realizada por outro meio, observado o art. 11 da Lei Complementar nº 214, de 2025.
";0;0;Não;Não;Não;Não;Não;Não;Não;3 - Sem aliquota;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;90111;"https://www.planalto.gov.br/ccivil_03/leis/lcp/lcp214.htm#art11
";0 - Não Receita Bruta;"Art. 12.
VIII - serviço de exploração de via, mediante cobrança de valor a qualquer título, incluindo tarifas, pedágios e quaisquer outras formas de cobrança, o território de cada Município e Estado, ou do Distrito Federal, proporcionalmente à correspondente extensão da via explorada;";"Art. 12. Considera-se local da operação com:
VIII - serviço de exploração de via, mediante cobrança de valor a qualquer título, incluindo tarifas, pedágios e quaisquer outras formas de cobrança, o território de cada Município e Estado, ou do Distrito Federal, proporcionalmente à correspondente extensão da via explorada;"
